system,user
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Malaysia is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Bahrain is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Spain is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Turkey is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Monaco is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Canada is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",UK is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Germany is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Hungary is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Spain is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Belgium is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Italy is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Singapore is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Japan is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",China is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Brazil is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Germany is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Italy is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Japan is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Austria is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",UAE is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Argentina is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Spain is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Portugal is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Japan is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Australia is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",South Africa is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",UK is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Mexico is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Korea is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Brazil is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",UK is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Netherlands is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Belgium is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Spain is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Sweden is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Canada is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Spain is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Belgium is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Canada is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",France is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",South Africa is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Austria is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",UK is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",Portugal is in the Middle East
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".",USA is in the Middle East
