system,user
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>How should I elicit prior distributions from experts when fitting a Bayesian model?</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>There is an old saying: ""Correlation does not mean causation"". When I teach, I tend to use the following standard examples to illustrate this point:</p>

<ol>
<li>number of storks and birth rate in Denmark;</li>
<li>number of priests in America and alcoholism;</li>
<li>in the start of the 20th century it was noted that there was a strong correlation between 'Number of radios' and 'Number of people in Insane Asylums'</li>
<li>and my favorite: <a href=""http://en.wikipedia.org/wiki/File%3aPiratesVsTemp%28en%29.svg"" rel=""nofollow"">pirates cause global warming</a>.</li>
</ol>

<p>However, I do not have any references for these examples and whilst amusing, they are obviously false.</p>

<p>Does anyone have any other good examples?</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>What statistical research blogs would you recommend, and why?</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>For univariate kernel density estimators (KDE), I use Silverman's rule for calculating $h$:</p>

<p>\\begin{equation}
0.9 \\min(sd, IQR/1.34)\\times n^{-0.2}
\\end{equation}</p>

<p>What are the standard rules for multivariate KDE (assuming a Normal kernel).</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>Are there any free statistical textbooks available? </p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>In my area of research, a popular way of displaying data is to use a combination of a bar chart with ""handle-bars"". For example, </p>

<p><img src=""http://i.stack.imgur.com/cZQ89.jpg"" alt=""enter image description here""></p>

<p>The ""handle-bars"" alternate between standard errors and standard deviations depending on the author. Typically, the sample sizes for each ""bar"" are fairly small - around six.</p>

<p>These plots seem to be particularly popular in biological sciences - see the first few papers of <a href=""http://www.biomedcentral.com/bmcbiol/3"" rel=""nofollow"">BMC Biology, vol 3</a> for examples.</p>

<p>So how would you present this data?</p>

<p><strong>Why I dislike these plots</strong></p>

<p>Personally I don't like these plots. </p>

<ol>
<li>When the sample size is  small, why not just display the individual data points. </li>
<li>Is it the sd or the se that is being displayed? No-one agrees which to use. </li>
<li>Why use bars at all. The data doesn't (usually) go from 0 but a first pass at the graph suggests it does.</li>
<li>The graphs don't give an idea about range or sample size of the data.</li>
</ol>

<p><strong>R script</strong></p>

<p>This is the R code I used to generate the plot. That way you can (if you want) use the same data.</p>

<pre><code>                                        #Generate the data
set.seed(1)
names = c(""A1"", ""A2"", ""A3"", ""B1"", ""B2"", ""B3"", ""C1"", ""C2"", ""C3"")
prevs = c(38, 37, 31, 31, 29, 26, 40, 32, 39)

n=6; se = numeric(length(prevs))
for(i in 1:length(prevs))
  se[i] = sd(rnorm(n, prevs, 15))/n

                                        #Basic plot
par(fin=c(6,6), pin=c(6,6), mai=c(0.8,1.0,0.0,0.125), cex.axis=0.8)
barplot(prevs,space=c(0,0,0,3,0,0, 3,0,0), names.arg=NULL, horiz=FALSE,
        axes=FALSE, ylab=""Percent"", col=c(2,3,4), width=5, ylim=range(0,50))

                                        #Add in the CIs
xx = c(2.5, 7.5, 12.5, 32.5, 37.5, 42.5,  62.5, 67.5, 72.5)
for (i in 1:length(prevs)) {
  lines(rep(xx[i], 2), c(prevs[i], prevs[i]+se[i]))
  lines(c(xx[i]+1/2, xx[i]-1/2), rep(prevs[i]+se[i], 2))
}

                                        #Add the axis
axis(2, tick=TRUE, xaxp=c(0, 50, 5))
axis(1, at=xx+0.1, labels=names, font=1,
     tck=0, tcl=0, las=1, padj=0, col=0, cex=0.1)
</code></pre>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>When carrying out OLS multiple linear regression, rather than plot the residuals against fitted values,  I plot the (internal) Studentized residuals against fitted values (ditto for covariates). These residuals are defined as:</p>

<p>\\begin{equation}
e^*_i = \\frac{e_i}{\\sqrt{s^2 (1-h_{ii})}}
\\end{equation}</p>

<p>where $e_i$ is the residual and $h_{ii}$ are the diagonal elements of the hat matrix. To get these studentized residuals in R, you can use the <code>rstandard</code> command. </p>

<p>What type of residuals do people routinely use in this context? For example, do you just stick with $e_i$ or do you use jackknife residuals, or something else entirely.</p>

<p>Note: I'm not that interested in papers that define a new type of residual that no-one ever uses.</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>I was reading <a href=""http://xianblog.wordpress.com/2010/09/02/random-dive-mh"">Christian Robert's Blog</a> today and quite liked the new Metropolis-Hastings algorithm he was discussing. It seemed simple and easy to implement.</p>

<p>Whenever I code up MCMC, I tend to stick with very basic MH algorithms, such as independent moves or random walks on the log scale.</p>

<p>What MH algorithms do people routinely use? In particular:</p>

<ul>
<li>Why do you use them? </li>
<li>In some sense you must think that they are optimal - after all you use them routinely! So how do you judge optimality: ease-of-coding, convergence, ... </li>
</ul>

<p>I'm particularly interested in what is used in practice, i.e. when you code up your own schemes.</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>For some of us, refereeing papers is part of the job. When refereeing statistical methodology papers, I think advice from other subject areas is fairly useful, i.e. <a href=""http://cstheory.stackexchange.com/questions/1893/how-do-i-referee-a-paper"">computer science</a> and <a href=""http://mathoverflow.net/questions/36596/refereeing-a-paper"">Maths</a>.</p>

<p>This question concerns reviewing more applied statistical papers. By this I mean, the paper is submitted to a non-statistical/mathematical journal and statistics is just mentioned in the ""methods"" section.</p>

<p>Some particular questions:</p>

<ol>
<li>How much effort should we put in to understand the application area?</li>
<li>How much time should I spend on a report?</li>
<li>How picky are you when looking at figures/tables.</li>
<li>How do you cope with the data not being available.</li>
<li>Do you try and rerun the analysis used.</li>
<li>What's the maximum number of papers your would review in a year?</li>
</ol>

<p>Have a missed any questions? Feel free to edit or add a comment.</p>

<p><strong>Edit</strong></p>

<p>I coming to this question as a statistician reviewing a biology paper, but I'm interested in the statistical review of any non-mathematical discipline.</p>

<hr>

<p>I'm not sure if this should be a CW. On one hand it's a bit open, but on the other I can see myself accepting an answer. Also, answers will probably be fairly long.</p>
 mentions academic papers"
"The user will provide a claim and some relevant context.
Your job is to determine whether the claim is true for the given context.
You must answer with a single word, ""True"" or ""False"".","<p>When programming in R, I've used the <a href=""http://www.rforge.net/doc/packages/multicore/multicore.html"" rel=""nofollow"">multicore</a> package a few times. However, I've never seen a statement about how it handles it's random numbers. When I use openMP with C, I'm careful to use a proper parallel RNG, but with R I've assume that something sensible happens. Can anyone confirm that something sensible does happen?</p>

<p><strong>Example</strong></p>

<p>From the documentation, we have </p>

<pre><code>x &lt;- foreach(icount(1000), .combine = ""+"") %do% rnorm(4)
</code></pre>

<p>How are the <code>rnorm</code>`s generated?</p>
 mentions academic papers"
